category,subcategory,name,price,url
fish,"Рыба, икра, морепродукты","Густера вяленая, весовая",123.00,https://lenta.com/product/gustera-vyalenaya-ves-rossiya-156092/
fish,"Рыба, икра, морепродукты","Форель холодного копчения ДАРЫ ОКЕАНА филе-кусок на коже, 150г",379.99,https://lenta.com/product/forel-file-kusok-na-kozhe-hk-vu-rossiya-150g-594455/
fish,"Рыба, икра, морепродукты","Семга слабосоленая WISH FISH филе-ломтики, 100г",359.99,https://lenta.com/product/sjmga-file-lomtiki-cc-rossiya-100g-898073/
fish,"Рыба, икра, морепродукты","Камбала вяленая ОКЕАН, весовая",435.00,https://lenta.com/product/kambala-vyalenaya-ves-rossiya-516139/
fish,"Рыба, икра, морепродукты","Крабовые палочки замороженные 365 ДНЕЙ (имитация), 1000г",379.99,https://lenta.com/product/krabovye-palochki-imitaciya-zam-rossiya-1000g-110410/
fish,"Рыба, икра, морепродукты","Горбуша Тихоокеанская КАПИТАН ВКУСОВ кусковая в натуральной заливке, 200г",124.99,https://lenta.com/product/rk-gorbusha-tihookeanskaya-kuski-v-naturalnojj-zalivke-st-rossiya-200g-709251/
fish,"Рыба, икра, морепродукты","Печень трески ЯНТАРНОЕ натуральная, 120г",399.99,https://lenta.com/product/rk-pechen-treski-naturalnaya-rossiya-120g-883717/
fish,"Рыба, икра, морепродукты","Крабовые палочки VICI 200+20г, 220г",88.99,https://lenta.com/product/krabovye-palochki-ohlazhdennye--imitaciya-surimi--rossiya-220g-598290/
fish,"Рыба, икра, морепродукты","Салат из морской капусты ЛЕНТА, 220г",64.99,https://lenta.com/product/salat-iz-morskojj-kapusty-rossiya-220g-901373/
fish,"Рыба, икра, морепродукты","Икра лососевая КРАСНОЕ ЗОЛОТО 1-й сорт, 500г",5499.99,https://lenta.com/product/ikra-lososevaya-1-sort-rossiya-500g-264584/
fish,"Рыба, икра, морепродукты","Кижуч ШИФУДО филе с соусом Песто с печеной свеклой, 170г",669.99,https://lenta.com/product/ryba-file-s-sousom-pesto-s-otvarnojj-sveklojj-rossiya-170g-749646/
fish,"Рыба, икра, морепродукты","Коктейль из морепродуктов маринованный VICI Морской, с креветками (имитация) в масле, 360г",244.99,https://lenta.com/product/koktejjl-morskojj-iz-moreproduktov-s-krevetkami-imitaciya-v-masle-rossiya-360g-599372/
fish,"Рыба, икра, морепродукты","Путассу холодного копчения ALAND, 200г",139.99,https://lenta.com/product/putassu-holodnogo-kopcheniya-rossiya-200g-899812/
fish,"Рыба, икра, морепродукты","Форель слабосоленая ВЫБОР СЕМЬИ филе-кусок, 250г",489.99,https://lenta.com/product/forel-file-kusok-ss-vu-rossiya-250g-695243/
fish,"Рыба, икра, морепродукты","Кальмар GRACE FOOD очищенный, тушка, 500г",599.99,https://lenta.com/product/kalmar-tushki-ochishchennye-kitajj-500g-745052/
fish,"Рыба, икра, морепродукты","Пангасиус замороженный ВКУСАРТ медальон, 400г",299.99,https://lenta.com/product/pangasius-medalon-zam-rossiya-400g-715874/
fish,"Рыба, икра, морепродукты","Горбуша натуральная, 240г",128.23,https://lenta.com/product/rk-gorbusha-naturalnaya-rossiya-240g-000021/
fish,"Рыба, икра, морепродукты","Тунец МАГУРО с овощами, 230г",269.99,https://lenta.com/product/rk-tunec-s-ovoshchami-rossiya-230g-897053/
fish,"Рыба, икра, морепродукты","Скумбрия слабосоленая ЭКСТРА ФИШ кусочки, 300г",299.99,https://lenta.com/product/skumbriya-kusochki-ss-vu-rossiya-300g-897787/
fish,"Рыба, икра, морепродукты","Ризотто МАГУРО с тунцом, 230г",219.99,https://lenta.com/product/rk-rizotto-s-tuncom-rossiya-230g-897028/
fish,"Рыба, икра, морепродукты","Форель ЛЕНТА FRESH живая, весовая",1598.99,https://lenta.com/product/forel-zhivaya-ves-rossiya-297300/
fish,"Рыба, икра, морепродукты","Икра сельди пряного посола РУССКОЕ МОРЕ К картошке, в масляной заливке, 150г",209.99,https://lenta.com/product/ikra-seldi-k-kartoshke-pryanogo-posola-v-maslyanojj-zalivke-belarus-150g-749204/
fish,"Рыба, икра, морепродукты","Лосось Атлантический ЛЕНТА FRESH стейк (из замороженного сырья), весовой",800.00,https://lenta.com/product/losos-atlanticheskijj-stejjk-razmorozhennyjj-rossiya-299997/
fish,"Рыба, икра, морепродукты","Креветки Королевские варено-мороженые VICI в панцире 30/40, 1000г",1309.99,https://lenta.com/product/krevetki-korolevskie-v-pancire-vm-3040-rossiya-1000g-239647/
dairy,Молочные продукты,"Яйцо куриное ОКСКОЕ С1, 10шт",108.89,https://lenta.com/product/yajjco-kurinoe-s1-rossiya-10sht-139201/
dairy,Молочные продукты,"Сметана ДОМИК В ДЕРЕВНЕ 15%, без змж, 300г",79.99,https://lenta.com/product/smetana-15-mst-bez-zmzh-rossiya-300g-463130/
dairy,Молочные продукты,"Подарочный набор детский КОНФИТРЕЙД Трубочки для молока Банан, шоколад, ваниль без змж, 18г",149.99,https://lenta.com/product/podarochnyjj-nabor-trubochki-dmol-bananshokoladvanil-bez-zmzh-rossiya-18g-552513/
dairy,Молочные продукты,"Спред VOIMIX 60% с змж, 400г",209.99,https://lenta.com/product/spred-60-s-zmzh-rossiya-400g-746274/
dairy,Молочные продукты,"Десерт питьевой AWAKE POWER Кокосовый Манго, апельсин, без змж, 275г",139.99,https://lenta.com/product/desert-pitevojj-kokosovyjj-mango-apelsin-bez-zmzh-rossiya-275g-865771/
dairy,Молочные продукты,"Подарочный набор детский КОНФИТРЕЙД Трубочки для молока Малина, клубника, карамель, без змж, 18г",149.99,https://lenta.com/product/podarochnyjj-nabor-trubochki-dmol-malinaklubkaramel-bez-zmzh-rossiya-18g-552426/
dairy,Молочные продукты,"Яйцо куриное 365 ДНЕЙ СО, 10шт",149.99,https://lenta.com/product/yajjco-kurinoe-s0-rossiya-10sht-674564/
dairy,Молочные продукты,"Закваска для кефира VIVO, без змж, 4x0,5г",224.99,https://lenta.com/product/zakvaska-dlya-kefira-bez-zmzh-rossiya-405g-433727/
dairy,Молочные продукты,"Масло сливочное ЭКОНИВА Традиционное 82,5%, без змж, 180г",169.99,https://lenta.com/product/maslo-slivochnoe-tradicionnoe-825-bez-zmzh-rossiya-180g-583114/
dairy,Молочные продукты,"Йогурт TEOS Греческий 2%, без змж, 140г",61.99,https://lenta.com/product/jjogurt-2-pst-bez-zmzh-belarus-140g-391935/
dairy,Молочные продукты,"Подарочный набор для мальчика PLAY ME Шоколадные шарики, без змж, 50г",159.99,https://lenta.com/product/podarochnyjj-nabor-shokoladnye-shariki-dlya-malchikov-bez-zmzh-rossiya-50g-581186/
dairy,Молочные продукты,"Сгущенка овсяная SAMUI, 200г",219.99,https://lenta.com/product/sgushchenka-ovsyanaya-tailand-200g-713004/
dairy,Молочные продукты,"Молоко ультрапастеризованное ЭКОНИВА для питания детей с 3-х лет 3,2%, без змж, 1000мл",129.99,https://lenta.com/product/moloko-upast-dlya-pdet-s-3-h-let-32-bez-zmzh-rossiya-1000ml-892491/
dairy,Молочные продукты,"Коктейль БОЛЬШАЯ КРУЖКА Шоколад с мороженым 3%, без змж, 980г",144.99,https://lenta.com/product/koktejjl-molochno-shokoladnyjj-s-morozhenym-3-bez-zmzh-rossiya-980g-608317/
dairy,Молочные продукты,"Напиток молочный кофейный NATURA SELECTION Latte Банан, карамель 2,4%, без змж, 220мл",149.99,https://lenta.com/product/napitok-molochnyjj-kofejjnyjj-ster-lattebanan-karamel-24-bez-zmzh-rossiya-220ml-684281/
dairy,Молочные продукты,"Напиток растительный TAKE A BITE Бариста Овсяно-банановый, 1000мл",249.99,https://lenta.com/product/napitok-rastitelnyjj-ovsyano-bananovyjjbarista-upast-rossiya-1000ml-628300/
dairy,Молочные продукты,"Молоко ультрапастеризованное СЕЛО ЗЕЛЕНОЕ 3,2%, без змж, 950мл",89.99,https://lenta.com/product/moloko-upast-32--bez-zmzh-rossiya-950ml-445793/
dairy,Молочные продукты,"Напиток растительный СЕЛО ЗЕЛЕНОЕ Овес 1,8%, 1000мл",114.99,https://lenta.com/product/napitok-rastitelnyjj-upast-oves-dlya-detejj-s-3h-let-18-rossiya-1000ml-744112/
dairy,Молочные продукты,"Продукт йогуртный FRUTTIS Суперэкстра Абрикос, манго/Лесные ягоды 8%, без змж, 115г",29.99,https://lenta.com/product/produkt-jjogurtnyjj-past-superekstra-abrikosmangolesnye-yagody-8-bez-zmzh-rossiya-115g-135814/
dairy,Молочные продукты,"Сметана ПРОСТОКВАШИНО 15%, без змж, 300г",89.99,https://lenta.com/product/smetana-15-bez-zmzh-rossiya-300g-578977/
dairy,Молочные продукты,"Напиток растительный ультрапастеризованный TAKE A BITE Шоколад, 1000мл",189.99,https://lenta.com/product/napitok-rastitelnyjj-shokolad-ultrapasterizovannyjj-rossiya-1000ml-729094/
dairy,Молочные продукты,"Яйцо куриное РОСКАР Экстра СО столовое, 10шт",134.99,https://lenta.com/product/yajjco-kurinoe-stolovoe-ekstra-s0-rossiya-10sht-025080/
dairy,Молочные продукты,"Творог ИСКРЕННЕ ВАШ 5%, без змж, 180г",79.99,https://lenta.com/product/tvorog-5-bez-zmzh-rossiya-180g-539860/
dairy,Молочные продукты,"Молоко пастеризованное ЛЕНТА 3,2%, без змж, 900мл",89.99,https://lenta.com/product/moloko-pasterizovannoe-32-pet-bez-zmzh-rossiya-900ml-671968/
dairy,Молочные продукты,"Спред растительно-жировой КРЕСТЬЯНСКИЙ Сливочник 60%, 180г",78.99,https://lenta.com/product/spred-slivochnik-rastit-zhirovojj-60-rossiya-180g-390103/
dairy,Молочные продукты,"Маргарин СЛИВОЧНИК Сливочный 30%, 180г",53.99,https://lenta.com/product/margarin-slivochnyjj-pergament-30-rossiya-180g-486581/
dairy,Молочные продукты,"Йогурт питьевой NEO Фруктовый Манго, малина 1,5%, без змж 260г",59.99,https://lenta.com/product/jjogurt-pitevojj-fruktovyjj-mango-malina-15-bez-zmzh-rossiya-260g-736563/
dairy,Молочные продукты,"Напиток ЭКОНАД на основе молочной сыворотки с натуральным экстрактом липы, среднегазированный, 330мл",119.99,https://lenta.com/product/napitok-ba-na-osn-mol-syv-s-nat-ekstraktom-lipy-srgaz-rossiya-330ml-794210/
dairy,Молочные продукты,"Молоко ультрапастеризованное КОЗОЧКА С ОБЛАЧКА козье цельное 2,8–5,6%, без змж, 200мл",69.99,https://lenta.com/product/moloko-koze-celnoe-pitevoe-upast-28-56-bez-zmzh-rossiya-200ml-744306/
dairy,Молочные продукты,"Масло сливочное ЭКОМИЛК 82,5% высший сорт, без змж, 180г",199.99,https://lenta.com/product/maslo-slivochnoe-vs-825-folga-bez-zmzh-rossiya-180g-230405/
dairy,Молочные продукты,"Творог ПРОСТОКВАШИНО 2%, без змж, 200г",89.99,https://lenta.com/product/tvorog-2-bez-zmzh-rossiya-200g-579546/
dairy,Молочные продукты,"Закваска САМОКВАШИНО Биокефир Домашний, без змж, 2г",48.99,https://lenta.com/product/zakvaska-biokefir-domashnijj-sashe-bez-zmzh-rossiya-2g-647303/
dairy,Молочные продукты,"Яйцо куриное ЛЕНТА СО, 10шт",119.99,https://lenta.com/product/yajjco-kurinoe-s0-rossiya-10sht-713213/
dairy,Молочные продукты,"Маршмеллоу ЗАВОД ИМЕНИ ПАСТУХОВА Японская дыня в молочном бельгийском шоколаде, без змж, 45г",109.99,https://lenta.com/product/marshmellou-yaponskaya-dynya-v-mol-belgijjskom-shokolade-bez-zmzh-rossiya-45g-891995/
dairy,Молочные продукты,"Коктейль молочный АМ-АМ с клубникой 2,5%, без змж, 205г",40.99,https://lenta.com/product/koktejjl-molochnyjj-s-klubnikojj-25-bez-zmzh-rossiya-205g-650031/
dairy,Молочные продукты,"Трубочка для молока МУМИ Вечерний микс, без змж, 30г",62.99,https://lenta.com/product/trubochka-dlya-moloka-vechernijj-miks-bez-zmzh-rossiya-30g-619372/
dairy,Молочные продукты,"Масло сладкосливочное БРЕСТ-ЛИТОВСК Сливочное несоленое 82,5%, без змж, 180г",189.99,https://lenta.com/product/maslo-slivochnoe-slivochnoe-nesolenoe-825-bez-zmzh-belarus-180g-253387/
dairy,Молочные продукты,"Спред растительно-жировой 365 ДНЕЙ 60%, 450г",119.99,https://lenta.com/product/spred-rastitelno-zhirovojj-60-rossiya-450g-057279/
dairy,Молочные продукты,"Йогурт питьевой NEO Классический 1,8%, без змж 260г",59.99,https://lenta.com/product/jjogurt-pitevojj-klassicheskijj-18-bez-zmzh-rossiya-260g-736562/
dairy,Молочные продукты,"Яйцо куриное ОКСКОЕ СО, 10шт",137.99,https://lenta.com/product/yajjco-kurinoe-so-rossiya-10sht-127515/
dairy,Молочные продукты,"Маршмеллоу ЗАВОД ИМЕНИ ПАСТУХОВА Манго в молочном бельгийском шоколаде, без змж, 45г",87.99,https://lenta.com/product/marshmellou-mango-v-mol-belgijjskom-shokolade-bez-zmzh-rossiya-45g-891996/
dairy,Молочные продукты,"Масса творожная РОСТАГРОЭКСПОРТ Особая с изюмом 23%, без змж, 180г",92.99,https://lenta.com/product/massa-tvorozhnaya-osobaya-23-s-izyumom-bez-zmzh-rossiya-180g-260664/
dairy,Молочные продукты,"Сметана ПРОСТОКВАШИНО 10%, без змж, 300г",59.99,https://lenta.com/product/smetana-10-bez-zmzh-rossiya-300g-579544/
dairy,Молочные продукты,"Сметана БРЕСТ-ЛИТОВСК 15%, без змж, 300г",84.99,https://lenta.com/product/smetana-15-pst-bez-zmzh-belarus-300g-669138/
dairy,Молочные продукты,"Сметана ДОМИК В ДЕРЕВНЕ 20%, без змж, 300г",94.99,https://lenta.com/product/smetana-20-mst-bez-zmzh-rossiya-300g-463131/
dairy,Молочные продукты,"Яйцо куриное NN С1, 10шт",112.99,https://lenta.com/product/yajjco-kurinoe-s1-rossiya-10sht-683306/
dairy,Молочные продукты,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",79.99,https://lenta.com/product/moloko-past-pitevoe-25-pet-bez-zmzh-rossiya-930ml-080424/
dairy,Молочные продукты,"Коктейль молочный АМ-АМ с бананом 2,5%, без змж, 205г",40.99,https://lenta.com/product/koktejjl-molochnyjj-s-bananom-25-bez-zmzh-rossiya-205g-649982/
dairy,Молочные продукты,"Напиток растительный MILX Соево-банановый 1,1%, 500мл",119.99,https://lenta.com/product/napitok-rastitelnyjj-soevo-bananovyjj-11-rossiya-500ml-728640/
dairy,Молочные продукты,"Коктейль молочный ВЫБОР СЕМЬИ Ваниль 2%, без змж, 1000мл",119.99,https://lenta.com/product/koktejjl-molochnyjj-upast-vanil-2-tba-bez-zmzh-rossiya-1000ml-715508/
dairy,Молочные продукты,"Масло сливочное ВКУСНОТЕЕВО Традиционное 82,5%, без змж, 180г",199.99,https://lenta.com/product/maslo-slivochnoe-tradicionnoe-825-bez-zmzh-rossiya-180g-743324/
dairy,Молочные продукты,"Коктейль молочный ТОПТЫЖКА со вкусом шоколадного мороженого 2%, без змж, 950г",139.99,https://lenta.com/product/koktejjl-molochnyjj-so-vkusom-shokoladnogo-morozhenogo-2-bez-zmzh-rossiya-950g-691133/
dairy,Молочные продукты,"Молоко пастеризованное ДОМИК В ДЕРЕВНЕ 3,2%, без змж, 1440г",139.99,https://lenta.com/product/moloko-pasterizovannoe-32-pet-bez-zmzh-rossiya-1440g-735989/
dairy,Молочные продукты,"Сметана ВКУСНОТЕЕВО 20%, без змж, 300г",99.99,https://lenta.com/product/smetana-200-bez-zmzh-rossiya-300g-435780/
dairy,Молочные продукты,"Масло топленое ЛЕНТА LIFE ГХИ 99%, без змж, 300г",549.99,https://lenta.com/product/maslo-toplenoe-ghi-99-bez-zmzh-rossiya-300g-882201/
dairy,Молочные продукты,"Сырок творожный глазированный РОСТАГРОЭКСПОРТ с вареной сгущенкой 15%, c 
змж, 45г",34.99,https://lenta.com/product/syrok-glazirovannyjj-tvor-s-varenojj-sgushchenkojj-15-floupak-s-zmzh-rossiya-45g-486279/
dairy,Молочные продукты,"Яйцо куриное ЛЕНТА СО, 30шт",359.99,https://lenta.com/product/yajjco-kurinoe-s0-rossiya-30sht-736679/
dairy,Молочные продукты,"Творог рассыпчатый ИСКРЕННЕ ВАШ 9%, без змж, 500г",199.99,https://lenta.com/product/tvorog-rassypchatyjj-9-paket-bez-zmzh-rossiya-500g-522977/
dairy,Молочные продукты,"Спред растительно-жировой 48%, с змж, 180г",43.99,https://lenta.com/product/spred-rastitelno-zhirovojj-48-szmzh-rossiya-180g-700021/
dairy,Молочные продукты,"Коктейль молочный РАСТИШКА Шоколадное мороженое 2%, без змж, 210г",44.99,https://lenta.com/product/koktejjl-molochnyjj-shokoladnoe-morozhenoe-bez-zmzh-rossiya-210g-745386/
dairy,Молочные продукты,"Коктейль молочный стерилизованный ФАННИ ЯММИ Клубника 1,6%, без змж, 
170мл",46.99,https://lenta.com/product/koktejjl-molochnyjj-klubnika-sterilizovannyjj-16-bez-zmzh-rossiya-170ml-729397/
dairy,Молочные продукты,"Йогурт питьевой ЧУДО Вишня, шоколад, гранола 2,2%, без змж, 260г",69.99,https://lenta.com/product/jjogurt-vishnya-shokolad-granola-pitevojj-22-bez-zmzh-rossiya-260g-743153/
dairy,Молочные продукты,"Коктейль БОЛЬШАЯ КРУЖКА Клубника с мороженым 3%, без змж, 980г",144.99,https://lenta.com/product/koktejjl-s-klubnikojj-i-morozhenym-3-bez-zmzh-rossiya-980g-608564/
dairy,Молочные продукты,"Коктейль молочный ВЫБОР СЕМЬИ Шоколад 2%, без змж, 1000мл",119.99,https://lenta.com/product/koktejjl-molochnyjj-upast-shokolad-2-tba-bez-zmzh-rossiya-1000ml-715225/
dairy,Молочные продукты,"Сливки ультрапастеризованные ЛЕНТА 10%, без змж, 500г",104.99,https://lenta.com/product/slivki-upast-10-bez-zmzh-rossiya-500g-216764/
dairy,Молочные продукты,"Йогурт ДАНИССИМО Фантазия Хрустящие шарики в шоколаде 6,9%, без змж, 105г",69.99,https://lenta.com/product/jjogurt-fantaziya-hrustyashchie-shariki-v-shokolade-69-bez-zmzh-rossiya-105g-181970/
dairy,Молочные продукты,"Сметана ПРОСТОКВАШИНО 20%, без змж, 300г",97.99,https://lenta.com/product/smetana-20-bez-zmzh-rossiya-300g-579543/
dairy,Молочные продукты,"Десерт молочный ПОТРЯСНЫЙ Котик фигурный Ванильный 6,5%, без змж, 180г",149.99,https://lenta.com/product/desert-molochnyjj-kotik-figurnyjj-vanilnyjj-65-bez-zmzh-rossiya-180g-749538/
dairy,Молочные продукты,"Коктейль молочный ультрапастеризованный ВАУ МЯУ! Клубника со сливками 
3,2%, без змж, 950г",129.99,https://lenta.com/product/molochnyjj-koktejjl-upast-klubnika-so-slivkami-32-tba-bez-zmzh-rossiya-950g-715748/
dairy,Молочные продукты,"Яйцо куриное ЛЕНТА FRESH XXL СВ, 10шт",139.99,https://lenta.com/product/yajjco-kurinoe-xxl-sv-rossiya-10sht-687479/
dairy,Молочные продукты,"Сырок творожный глазированный РОСТАГРОЭКСПОРТ с ванилином 20%, без змж, 45г",34.99,https://lenta.com/product/syrok-glazirovannyjj-tvors-vanilinom-20-floupak-bez-zmzh-rossiya-45g-486278/
dairy,Молочные продукты,"Продукт йогуртный НЕЖНЫЙ Легкий с соком персика 0,1%, без змж, 95г",22.99,https://lenta.com/product/produkt-jjogurtnyjj-past-legkijj-01-s-sokom-persika-bez-zmzh-rossiya-95g-495901/
dairy,Молочные продукты,"Творог детский АГУША Первая ложка Классический 4,5%, с 6 месяцев, без змж, 100г",34.99,https://lenta.com/product/tvorog-detskijj-klassicheskijj-s-6-mes-45-bez-zmzh-rossiya-100g-081092/
dairy,Молочные продукты,"Масло сливочное ВКУСНОТЕЕВО Традиционное 82,5%, без змж, 340г",369.99,https://lenta.com/product/maslo-slivochnoe-tradicionnoe-825-pljnka-bez-zmzh-rossiya-340g-700321/
dairy,Молочные продукты,"Коктейль молочный ВЫБОР СЕМЬИ Клубника 2%, без змж, 1000мл",119.99,https://lenta.com/product/koktejjl-molochnyjj-upast-klubnika-2-tba-bez-zmzh-rossiya-1000ml-715509/
dairy,Молочные продукты,"Йогурт LACTICA Греческий 2%, без змж, 130г",56.99,https://lenta.com/product/jjogurt-grecheskijj-2-bez-zmzh-rossiya-130g-904813/
dairy,Молочные продукты,"Коктейль молочный ультрапастеризованный ВАУ МЯУ! Ванильное мороженое 
3,2%, без змж, 200г",32.99,https://lenta.com/product/koktejjl-molochnyjj-upast-vanilnoe-morozhenoe-32-tba-bez-zmzh-rossiya-200g-702833/
dairy,Молочные продукты,"Продукт творожный КАРАТ Творожок сливочный с ванилином 10%, без змж, 230г",104.99,https://lenta.com/product/produkt-tvorozhnyjj-tvorozhok-slivochnyjj-s-vanilinom-10-bez-zmzh-rossiya-230g-082522/
dairy,Молочные продукты,"Молоко ультрапастеризованное PARMALAT Comfort безлактозное 1,8%, без 
змж, 1000мл",154.99,https://lenta.com/product/moloko-comfort-bezlaktoznoe-upast-18-bez-zmzh-rossiya-1000ml-532833/
dairy,Молочные продукты,"Творог ПРОСТОКВАШИНО 5%, без змж, 200г",99.99,https://lenta.com/product/tvorog-5-bez-zmzh-rossiya-200g-579608/
dairy,Молочные продукты,"Напиток молочный кофейный NATURA SELECTION Cappuccino 2,4%, без змж, 220мл",149.99,https://lenta.com/product/napitok-molochnyjj-kofejjnyjj-ster-cappuccino-24-bez-zmzh-rossiya-220ml-684167/
dairy,Молочные продукты,"Коктейль молочный ультрапастеризованный ВАУ МЯУ! Ванильное мороженое 
3,2%, без змж, 950г",129.99,https://lenta.com/product/koktejjl-molochnyjj-upast-vanilnoe-morozhenoe-32-tba-bez-zmzh-rossiya-950g-707370/
dairy,Молочные продукты,"Творог зерненый САВУШКИН Манго-чиа 3%, без змж, 130г",62.99,https://lenta.com/product/tvorog-zernenyjj-mango-chia-3-pst-bez-zmzh-belarus-130g-906158/
dairy,Молочные продукты,"Продукт молокосодержащий 365 ДНЕЙ Сгущенка с сахаром 8,5% с змж, 370г",98.99,https://lenta.com/product/sgushchenka-s-saharom-produkt-molokosoderzhashchijj-85-1---molochnyjj-zhir-s-zmzh-rossiya-370g-072016/
dairy,Молочные продукты,"Молоко ультрапастеризованное ДОМИК В ДЕРЕВНЕ 3,2%, без змж, 950г",109.99,https://lenta.com/product/moloko-steril-32-tbaslim-bez-zmzh-rossiya-950g-146973/
dairy,Молочные продукты,"Коктейль молочный ЧУДО Орех, латте 2%, без змж, 270г",79.99,https://lenta.com/product/koktejjl-oreh-latte-2-bez-zmzh-rossiya-270g-903670/
dairy,Молочные продукты,"Молоко ультрапастеризованное СЕВЕРНАЯ ДОЛИНА 3,2%, без змж, 950г",84.99,https://lenta.com/product/moloko-upast-32-tbaslim-bez-zmzh-rossiya-950g-222707/
dairy,Молочные продукты,"Напиток растительный ZINUS VEGAN Кокос на йогуртной закваске, с змж, 250г",54.99,https://lenta.com/product/napitok-rastitelnyjj-kokos-na-jjogurtnojj-zakvaske-ddet-pitaniya-s-3-let-s-zmzh-rossiya-250g-748944/
dairy,Молочные продукты,"Масло сливочное ДОМИК В ДЕРЕВНЕ 82,5%, без змж, 180г",249.99,https://lenta.com/product/maslo-slivochnoe-825-folga-bez-zmzh-rossiya-180g-152566/
dairy,Молочные продукты,"Маргарин ЧУДЕСНИЦА универсальный 55%, без змж, 180г",36.84,https://lenta.com/product/margarin-universalnyjj-55-bez-zmzh-rossiya-180g-768439/
dairy,Молочные продукты,"Сметана БРЕСТ-ЛИТОВСК 20%, без змж, 300г",99.99,https://lenta.com/product/smetana-20-pst-bez-zmzh-belarus-300g-669100/
dairy,Молочные продукты,"Творог ИСКРЕННЕ ВАШ 9%, без змж, 180г",84.99,https://lenta.com/product/tvorog-9-pergfloup-bez-zmzh-rossiya-180g-465306/
dairy,Молочные продукты,"Смесь растительно-жировая топленая ХОЗЯЮШКА 99,7%, 340г",139.99,https://lenta.com/product/smes-toplenaya-rastitelno-zhirovaya-997-rossiya-340g-210537/
dairy,Молочные продукты,"Молоко стерилизованное МОЖАЙСКОЕ 6%, без змж, 450мл",109.99,https://lenta.com/product/moloko-steril-pitevoe-6-bez-zmzh-rossiya-450ml-174457/
dairy,Молочные продукты,"Кефир МАРУСЯ Отборный 3,5–4,5%, без змж, 930г",119.99,https://lenta.com/product/kefir-otbornyjj-35-45-pet-bez-zmzh-rossiya-930g-563839/
dairy,Молочные продукты,"Трубочка вафельная ЗАВОД ИМЕНИ ПАСТУХОВА с молочным кремом и молоком сгущенным, без змж, 65г",119.99,https://lenta.com/product/trubochka-vafelnaya-molochnyjj-krem-s-molokom-sgushchennym-bez-zmzh-rossiya-65g-892931/
dairy,Молочные продукты,"Десерт AWAKE POWER Кокосовый с йогуртовой закваской Ягодный микс, без змж, 125г",88.99,https://lenta.com/product/desert-kokosovyjj-s-jjogurtovojj-zakvaskojj-yagodnyjj-miks-bez-zmzh-rossiya-125g-865770/
dairy,Молочные продукты,"Молоко сгущенное АЛЕКСЕЕВСКОЕ цельное с сахаром 8,5%, без змж ГОСТ, 270г",119.99,https://lenta.com/product/moloko-sgushchennoe-gost-sashet-bez-zmzh-rossiya-270g-201646/
dairy,Молочные продукты,"Творог ВКУСНОТЕЕВО 9%, без змж, 350г",169.99,https://lenta.com/product/tvorog-9-bez-zmzh-rossiya-350g-749754/
dairy,Молочные продукты,"Пирожное бисквитное KINDER Пингви Абрикос 23,3%, без змж, 30г",75.99,https://lenta.com/product/pirozhnoe-pingvi-biskvitnoe-abrikos-233-bez-zmzh-italiya-30g-792622/
dairy,Молочные продукты,"Десерт глазированный 365 ДНЕЙ Вишневый джем 23%, с змж, 38г",14.99,https://lenta.com/product/desert-glazirovannyjj-s-vishnevym-dzhemom-23-s-zmzh-rossiya-38g-586511/
dairy,Молочные продукты,"Молоко ультрапастеризованное BONVIDA Для капучино 3,5%, без змж, 200мл",39.99,https://lenta.com/product/moloko-dlya-kapuchino-35-bez-zmzh-rossiya-200ml-681745/
dairy,Молочные продукты,"Молоко пастеризованное АНФИСКИНО 2,5%, без змж, 900г",69.99,https://lenta.com/product/moloko-pitevoe-pasterizovannoe-25-but-bez-zmzh-rossiya-900g-906748/
dairy,Молочные продукты,"Напиток кисломолочный EXPONENTA BIO-SKYR 3в1 Гранат, обезжиренный с высоким содержанием белка, без змж, 500г",169.99,https://lenta.com/product/napitok-kislomolochnyjj-bio-skyr-3-v-1-obezzhir-s-vs-belka-granat-bez-zmzh-belarus-500g-903902/
dairy,Молочные продукты,"Йогурт PARMALAT Comfort Вишня безлактозный 2,9%, без змж, 130г",69.99,https://lenta.com/product/jjogurt-comfort-vishnya-blakt-29-bez-zmzh-rossiya-130g-903475/
dairy,Молочные продукты,"Молоко ультрапастеризованное 365 ДНЕЙ 2,5%, без змж, 200мл",31.99,https://lenta.com/product/moloko-upast-25-tba-slim-bez-zmzh-rossiya-200ml-711343/
dairy,Молочные продукты,"Кефир ЛЕНТА 1%, без змж, 900г",79.99,https://lenta.com/product/kefir-1-pet-bez-zmzh-rossiya-900g-900352/
dairy,Молочные продукты,"Творог АНФИСКИНО 9%, без змж, 180г",69.99,https://lenta.com/product/tvorog-9-flou-pak-bez-zmzh-rossiya-180g-906141/
dairy,Молочные продукты,"Продукт творожный ДАНИССИМО со вкусом мороженого, клубничный крем-брюле 5,7%, без змж, 130г",49.99,https://lenta.com/product/produkt-tvorozhnyjj-so-vkusom-morozhenogo-klubnichnyjj-krem-bryule-57-bez-zmzh-rossiya-130g-739846/
dairy,Молочные продукты,"Йогурт VIOLA Полезный завтрак Гранола, изюм 5%, без змж, 180г",82.99,https://lenta.com/product/jjogurt-poleznyjj-zavtrak-granolaizyum-bez-zmzh-rossiya-180g-905020/
